	('pCREB', 'Marker-type: phospho marker')	('pMAPKAP2', 'Marker-type: phospho marker')	('pERK1 2', 'Marker-type: phospho marker')	('pp38', 'Marker-type: phospho marker')	('pS6', 'Marker-type: phospho marker')	('CD14', 'Marker-type: surface marker')	('pPLCg2', 'Marker-type: phospho marker')	('pSTAT1', 'Marker-type: phospho marker')	('pSTAT5', 'Marker-type: phospho marker')	('HLADR', 'Marker-type: surface marker')	('CD1c', 'Marker-type: surface marker')	('CD19', 'Marker-type: surface marker')	('pSTAT3', 'Marker-type: phospho marker')	('CD123', 'Marker-type: surface marker')	('CD38', 'Marker-type: surface marker')	('CD16', 'Marker-type: surface marker')	('CD161', 'Marker-type: surface marker')	('CD66b', 'Marker-type: surface marker')	('CD57', 'Marker-type: surface marker')	('CD56', 'Marker-type: surface marker')	('CD3', 'Marker-type: surface marker')	('CD4', 'Marker-type: surface marker')	('IkBa', 'Marker-type: phospho marker')	('CD45', 'Marker-type: surface marker')	('CD27', 'Marker-type: surface marker')	('CD127', 'Marker-type: surface marker')	('CD25', 'Marker-type: surface marker')	('CD8', 'Marker-type: surface marker')
('cluster-1893', 'Majority-Treatment: PMA', 'number in clust: 26')	0.2123777393783692	-0.5457280330720987	-0.5153760997964845	-0.4522091674816296	-0.14462028927481493	-0.3363547786360304	0.18163956715383495	-0.3959566794943037	0.21715587072195142	-0.3225409948497512	0.05708525616086995	-0.24446473039856878	-0.024300351873283197	-0.13558352322186548	3.236354292814275	-0.1464198805998351	1.7589290162675915	-0.0642009468571417	-0.2263348341092245	0.7562775731836382	-0.8659020867780252	-0.6518990382932957	-0.07341300903260517	-0.7101123389482056	-0.256981355353499	-0.281831229966185	2.3215713421324056	-0.4285932191626491
('cluster-1771', 'Majority-Treatment: PMA', 'number in clust: 23')	1.2792502426785919	1.6315208330354658	1.281495521339727	1.4136034944066156	0.24590056811566938	-0.28435715404018325	0.047691022799703386	0.7774570517166104	0.4035466907849435	-0.16470258193614581	-0.17455954618373495	-0.2662106337163703	-0.0052098263499868016	-0.1161299650552558	3.205768516321584	-0.2647766365561659	-0.1039249934406117	-0.09146923685490171	-0.24946330026480412	-0.036117334490977364	0.02726844724495502	0.46491433663235654	0.06822752789564103	1.7009519070903445	-0.3037944406933706	-0.11429833883460074	2.8858823177235866	-0.3770696762338852
('cluster-603', 'Majority-Treatment: PMA', 'number in clust: 12')	1.291703918890273	2.0636505389822664	1.242068914776826	1.7858571035026303	0.10618083978827937	-0.2580561089783219	0.21024558106377744	1.666627212903205	0.1849486394031	-0.3265767931311368	-0.02764217049369458	-0.2579531761752891	-0.014055336185764314	-0.13558352322186548	5.188964393963977	-0.11128076774084167	0.05434346065913248	-0.05741324900302447	-0.2399765446893506	0.17057170865768534	0.19757482551317218	0.8725267812049382	-0.9386726139634245	0.059213068334380226	0.13425193168037813	-0.281831229966185	9.77095778265179	-0.4027116927931495
('cluster-378', 'Majority-Treatment: PMA', 'number in clust: 56')	-0.12001747182947949	-0.3128196348017677	0.1653820247556846	-0.3945939342262448	0.010923858239421705	-0.26908334127828964	0.4567457275091871	-0.11658089129725838	-0.029699990961726347	-0.23072032340298654	-0.05545552334553155	-0.07158129259750441	-0.02307997272609403	-0.09962991926239691	0.6581442267886242	0.43398098524099105	0.18534613518099138	-0.0616460633832553	-0.05724736936377575	0.8355353776386857	-1.1886977540859829	-0.7849728548050199	-0.9090930431225476	-0.65484601709506	-0.44854772477204063	-0.24514404122474912	2.0825322464925153	-0.3493996369297616
('cluster-201', 'Majority-Treatment: PMA', 'number in clust: 72')	-0.0035431149979074676	-0.44920439346749647	0.31369721297198827	-0.5443038152991705	0.0014838704084467482	-0.29868522200509445	0.3846687659343938	-0.33054853950777424	-0.2724021805018113	-0.23904798099400928	-0.1311999101043263	-0.23914619835152656	-0.01586320212064742	-0.13558352322186545	0.11391257967715089	0.352300297584582	-0.26961756191242137	-0.11094171713548473	-0.013736328984687818	-0.1997180311365108	-1.1768757347544576	-0.7846448402226409	-0.32653998970761194	-0.846552086206502	-0.35082104202840314	-0.2293152538622217	1.317350250485241	-0.3892850512523258
('cluster-1268', 'Majority-Treatment: PMA', 'number in clust: 59')	0.2826776601830511	-0.12240525547543275	0.7831400435819745	-0.42892322715840303	0.03837651641666095	-0.28340764081833203	1.0982277869446897	-0.0845813791067509	0.7915424464236284	-0.3101773691626433	-0.14241893513273068	-0.2279280982304845	-0.027936594785257583	-0.10874601526380019	0.8957539175801723	-0.06769103785613378	0.018069149397892923	0.014505375450898838	0.3223917890458599	0.0886054597404678	-1.1760808331114512	-0.7844065942732985	-0.5048241551839849	-0.68416318404817	-0.41368309548804083	-0.2758249546354536	1.5211303406707901	-0.23983116323815626
('cluster-1578', 'Majority-Treatment: PMA', 'number in clust: 72')	-0.41785115597861955	-0.5666822744152735	0.032703280746455884	-0.5440017255151639	-0.0488152035237746	-0.10092902919459087	0.42499239590304994	-0.20849127944744147	0.016090867912448105	-0.1289330663668948	-0.13885389941093793	-0.1714491371709997	-0.018110664621666276	-0.11765614762005941	-0.3854657377738346	0.02037751971110269	-0.12884578183410358	0.1482799502227467	1.4464720801275335	0.2809724161431556	-0.8793946138512523	-0.7894447957951429	-0.7793690818919596	-0.5228501554337678	-0.41996968334371243	-0.27346362636192445	2.3165044366540837	-0.18500785454417487
('cluster-1169', 'Majority-Treatment: PMA', 'number in clust: 262')	0.10649850389867398	0.23804781826065022	0.3220479080835734	0.036809038122168666	0.06794146568022826	-0.2616694301661654	-0.34773947531435884	-0.1707435745100655	-0.4042428777407346	-0.312494255085272	-0.15911899785017622	-0.24584595042656315	-0.018928576584612694	-0.12033747811303448	-0.1727444723941959	-0.26013332516486715	-0.297910343081096	-0.0925421899805952	-0.25376263549782196	-0.23228622071556132	1.1718618967838463	0.9881811814540471	-0.5931073665271752	0.11894004357749169	-0.27340959349202315	-0.2548664197076774	0.8945420484178521	-0.39115308758864664
('cluster-300', 'Majority-Treatment: PMA', 'number in clust: 81')	0.26082396846565087	0.2848734912304899	0.701001216440268	0.33881300651522245	0.1313231185429586	-0.30647770205339847	-0.303305647333867	-0.24993927843282712	-0.3323552238938774	-0.31529682918290675	-0.1300051986294375	-0.2215199812167152	0.002219059540240457	-0.128301269405877	-0.20449272365240997	-0.1775657326551432	-0.24589963561958061	-0.08618569318544086	-0.24343897874318252	-0.1546054788263792	1.1021024734389024	2.3454735709277483	-0.44617415974437563	0.09138259124737028	-0.19689303119500645	-0.25275035178920746	1.9649406665013354	-0.3719750125653036
('cluster-246', 'Majority-Treatment: PMA', 'number in clust: 143')	-0.019242295764000054	0.18467718232583824	0.6207778039753621	0.19386216823322047	0.065237448941172	-0.2895791526558951	-0.43034724534091917	-0.36440839839826245	-0.44543897316657016	-0.31060269914178446	-0.15362309282638795	-0.12642917664857597	-0.01350285375544121	-0.10970784480070335	-0.2831456205039614	-0.22679205663255525	-0.30353649465941707	-0.11011648101975267	-0.2596213430392792	-0.31288469332696206	0.14409862227774115	1.2876782757966436	0.26677394242286945	-0.08942222239092464	-0.3734399887283831	-0.22200164503632497	1.383361888589066	-0.38802800028522916
('cluster-414', 'Majority-Treatment: PMA', 'number in clust: 268')	-0.031129592566340458	0.2087930817201942	0.32410900043134133	0.3606066479266345	0.03408711815489319	-0.2857313743509271	-0.4294571566444368	-0.351602418459025	-0.4547161738605167	-0.3116273549623757	-0.16850420841071248	-0.19417823535857903	-0.015180756546214683	-0.12109937264937341	-0.1470298148133687	-0.2209348426059288	-0.2752140688961848	-0.09484998790835625	-0.2509756714597044	-0.2761385018411807	0.24714954750935791	0.5670817629437184	-0.6927627422670984	-0.5579665349120965	-0.25167413167796904	-0.19419712272939868	0.9062545631138987	-0.4014692600035149
('cluster-1326', 'Majority-Treatment: PMA', 'number in clust: 122')	0.8072189164285218	1.2424708289900779	0.5704038803666103	1.0013648243431772	0.12428874751178497	-0.2738998704747984	-0.1863642667071671	0.20282681042608128	-0.4338725724462658	-0.3033143947144248	-0.1685759190723641	-0.2120648423878966	0.0010381580612188151	-0.11281904508684161	-0.11977419448482998	-0.24852376785099045	-0.23820684968334707	-0.08434713976656681	-0.2661963692000748	-0.2534020950498797	0.8328711587909465	1.1057329077624312	-0.46672919550380565	0.48067127381824765	0.1795853131460646	-0.17424180995030927	1.8791877409784263	-0.3907281768707803
('cluster-351', 'Majority-Treatment: PMA', 'number in clust: 159')	0.6089564251031816	0.6740027579879109	0.8247028992725285	0.9158895837577871	0.1935195796719568	-0.29910960776780326	-0.36440938941005013	-0.2998407600742715	-0.12328775400804648	-0.28143197781035734	-0.16181264617936936	-0.24675591582145906	-0.012568473601700608	-0.11478931604490197	-0.30569893324325836	-0.22641947167011797	-0.24661670226626353	-0.1084323909019593	-0.25417193322501364	-0.20490178554821845	0.36025831388522683	0.2081184157162	-0.6994936146163184	0.1802423204581426	-0.2577689399071006	-0.22673516992271955	1.6987327269932444	-0.41072574504133635
('cluster-770', 'Majority-Treatment: PMA', 'number in clust: 61')	0.7216603787601656	0.42157367888669545	0.5948348983344156	0.7446454814287152	0.3102668572607073	-0.28091018458492706	-0.1714575247716509	-0.13678603811998824	0.8265434614709033	-0.2945377240244874	-0.12868078602717756	-0.25567330102551106	-0.007249364185367635	-0.1324256352635093	-0.19352502658495577	-0.26594427884654853	-0.16057693893072295	-0.0687117059399446	-0.2716366718520752	-0.09585181375187472	0.42733197456693517	1.7395897876823483	-0.5099800973882715	0.2643321092085733	-0.4171475252855232	-0.13785386805024094	1.8419468790173366	-0.377398821881208
('cluster-581', 'Majority-Treatment: PMA', 'number in clust: 263')	0.2878580056860266	0.41614602704352005	0.5664362402103111	0.08286169311003688	0.08466291074793886	-0.2795871259208802	-0.39848094271780893	-0.3928923928249194	-0.40348447934294857	-0.31775181286656784	-0.1639829966421349	-0.2145903368539356	-0.01858006466044552	-0.123194794981377	-0.27055406128597437	-0.25831954986536515	-0.2379182434578096	-0.08820283324996961	-0.2622608781387407	-0.2608356579041327	0.9975415472847109	0.14844343088237866	0.015408420538008527	-0.1561683415521338	-0.3532651737853623	-0.2185511810429846	0.7285148556009974	-0.4001683819352554
('cluster-256', 'Majority-Treatment: PMA', 'number in clust: 125')	0.37957500109129083	0.776535138030598	0.5668963740296691	0.5950264350656841	0.11493735627955097	-0.2952176497093916	-0.30103343402867455	-0.036933686111989904	-0.49915470254589694	-0.3091009777245699	-0.15044350428685407	-0.22139044750161524	-0.017949565868418827	-0.12488155196981308	-0.16487378359957156	-0.22381919080043486	-0.18453980576091586	-0.08579321086865817	-0.25400932887047667	-0.19051080563205777	1.2182908422536878	0.051345594420631226	-0.7128373710953948	-0.6152704914762532	-0.3270572946530305	-0.24728638273772138	1.1469712407365815	-0.4168875287659869
('cluster-1273', 'Majority-Treatment: PMA', 'number in clust: 14')	1.300527815607197	0.8321854429099292	1.6068064196622125	0.8067637641963128	0.36999675937910137	-0.2136141930389592	-0.2085375661794991	0.31682957561007774	-0.4118302626444657	-0.30871642243733843	-0.1652517693113647	-0.12272596422558542	-0.015408180769497857	-0.12772644725592305	-0.24580645807273918	-0.18743950928146327	-0.16376694637755154	-0.08723588743573159	-0.2266066143713192	-0.23731823654870188	3.782055164653847	0.891477116892692	-0.2822960092929256	0.6075839134088369	0.006377712400748604	-0.18483002112721256	3.2060859491251876	-0.404954129780353
('cluster-1092', 'Majority-Treatment: PMA', 'number in clust: 124')	0.28712576409137935	0.38853664712256425	0.4730957217979364	0.131546959612677	0.06428994352012536	-0.22439692680525336	-0.3892204466047838	-0.45891357754831164	-0.2965921041925893	-0.3215668432955185	-0.16206522622503852	-0.145523604160783	-0.008342087710791844	-0.12261448856906242	-0.15064703166218998	-0.23993614954735523	-0.0847181743064672	-0.08943202444171429	-0.25353205791117706	-0.09765419767403241	2.400768873112462	0.48175696473646307	-0.17142085104565455	0.35213433031027397	-0.3687908103395746	-0.2530136581844656	1.6574891564858416	-0.36666930246752333
('cluster-1932', 'Majority-Treatment: PMA', 'number in clust: 165')	0.08042387750847094	0.19574266744612923	0.19675993365935943	0.043361874544278596	0.028411805939054045	-0.30083929721474956	-0.3888786523812428	-0.33115431223087405	-0.30200547521281995	-0.3108702212510578	-0.1543572813688218	-0.23407058585146062	-0.01584041415857529	-0.12937791208574995	-0.20055317082304602	-0.2481373633204273	-0.2818301593030345	-0.10207646630739242	-0.25582796414277686	-0.25188082164317577	0.9966313324161524	0.9249124421367695	0.5195067403842332	-0.5701632811450872	-0.3353517971972091	-0.1423262545025904	1.7827577061632647	-0.39243996399081704
('cluster-304', 'Majority-Treatment: PMA', 'number in clust: 138')	-0.29363377906128074	-0.07477545373704578	0.24530867659702507	-0.11200184741685094	-0.02519285315423827	-0.3079132614497139	-0.44374361540934965	-0.3893572422941016	-0.3984313219635284	-0.2999646858441483	-0.1751792894339514	-0.19042374126281855	-0.010592467085657031	-0.12680965032424957	-0.12440118283512085	-0.2609625778675865	-0.32930985382660727	-0.10513276194122345	-0.2818464059057258	-0.2228339008569171	1.2111561593154194	0.12990320456583962	0.2570477472007435	-0.3548997491978699	-0.3458492061836201	-0.2079714650649837	1.1990031179396365	-0.40296060372014175
('cluster-1927', 'Majority-Treatment: PMA', 'number in clust: 71')	-0.1101200584469341	0.19162862372041586	0.1574333066277769	-0.055724377212366526	0.0074998136430901585	-0.33477233861777594	-0.39020691179298367	-0.36856341911745866	-0.4414334932172432	-0.32121952547859633	-0.17282101713096057	-0.24155403744775725	-0.018232451186755927	-0.1337605344615084	-0.39178825653425037	-0.2539489866216835	-0.31195857997278204	-0.09456545640919983	-0.2755985019494085	-0.26669435244677464	1.0605153441003636	0.1131583918923903	-0.33718269278668733	-0.813372310654713	0.5226095868743752	-0.22501904921814328	2.2820999316286446	-0.42609107341828717
('cluster-799', 'Majority-Treatment: PMA', 'number in clust: 118')	0.3698383555015447	0.34438296361351195	0.8383297482603821	0.1387398069358167	0.1994345255868171	-0.2978490729105163	-0.12117715882506128	0.12928666746933842	-0.19806598458082933	-0.2529493224353388	-0.1407987471481744	-0.22426866701083253	-0.01670944278491482	-0.11136573571371172	-0.3516103007509371	-0.26286267992435763	-0.12255667377718256	-0.08896126386104668	-0.21190534485028628	0.28125671948645115	0.33154680816032406	0.15021851354317206	-0.21204712055420805	1.7258649721145394	-0.3153465902274546	-0.1975553406474763	2.161157916937438	-0.3789787655175616
('cluster-611', 'Majority-Treatment: PMA', 'number in clust: 32')	1.10757427606702	0.8131105851683883	1.8202788501874336	0.8512636197851834	0.4703126923454146	-0.2967357849110262	-0.08184332683528987	-0.3435797919948747	-0.14100430718535942	-0.2924076291133167	-0.17257364084245178	-0.1901175088294059	-0.01713912186571222	-0.13454595785600068	-0.415417167676966	-0.13144765841348702	1.3499860965823076	-0.09529965002396319	-0.22860093431017606	-0.23273833238608102	0.559870279854385	0.8780201907983521	0.05161922989683578	2.1739891235647244	0.5400703876641758	-0.2151729341518455	2.2644988884848907	-0.3747423744237009
('cluster-328', 'Majority-Treatment: PMA', 'number in clust: 16')	0.7043215319141055	-0.005914728720499854	0.732412051314072	0.2183851725303652	0.1580380657990808	-0.16368275772707794	-0.11039766289312516	1.1389494361729875	0.29080361604097593	-0.056559901106477926	-0.07907710831543444	0.007002342532821678	-0.018052978925223343	-0.10019328494757336	0.19559857751226548	0.07445771726554107	-0.2680423883323111	-0.10154807466266173	-0.20798325729030598	-0.2676135561744889	1.909135093801701	1.7609944296067135	1.0526156143963559	2.352466146300131	-0.2390993257443548	-0.25637884288584456	4.0559131548048315	-0.4285932191626491
('cluster-1576', 'Majority-Treatment: PMA', 'number in clust: 73')	1.5339230458648565	0.990520312894564	1.8532318436844684	0.9079330792994633	0.31552460755865547	-0.24733354248852937	-0.2037996154403869	-0.08350543437137795	-0.41551711145740383	-0.31498420356784407	-0.09995686936854688	-0.14382065351849455	-0.007375118412998738	-0.1213033496736138	-0.4112475593221019	-0.2893668527222944	-0.1705356267926512	-0.11036166184004585	-0.26560830777525696	0.16633045695731535	1.4755669805091607	1.4583726139753628	-0.11581709587121013	1.2045912604359077	-0.24991972975035204	-0.1314078371460585	1.6516467809649962	-0.3647752963076807
('cluster-1087', 'Majority-Treatment: PMA', 'number in clust: 194')	0.6670254076402106	0.6113393410622222	0.7908834600020388	0.3661123589986126	0.09846152487760458	-0.2926356557479169	-0.24452160934998374	-0.1542329413311365	-0.4234677719034669	-0.3185784237007708	-0.14905213447341703	-0.23035064860755497	-0.0030626682543264112	-0.1230382475199813	-0.18493947654780912	-0.21509278285199163	-0.24775437061406064	-0.10800890613841296	-0.25307837014201195	-0.1777941935942612	1.0638437249568151	1.6212147932074987	1.0623550934112613	0.6961241295856222	-0.26355936203784336	-0.11682600676214198	1.5691794640535686	-0.39320575509242967
('cluster-1179', 'Majority-Treatment: PMA', 'number in clust: 286')	0.1609559586588631	0.2075857666579353	0.5036201730113837	0.07238746162029612	0.09532969574004911	-0.2937119228245633	-0.37900599477902164	-0.31761578153380704	-0.43395122462031827	-0.30624590524888184	-0.1505778048339242	-0.2462025653119841	-0.011787599462200917	-0.11638684536820657	-0.3193978109993623	-0.1993836791394983	-0.29403014084466467	-0.09550049239528366	-0.24958961202658309	-0.2807378378803209	0.6393118993686957	0.16265755040038715	0.41574259810729414	0.8906216323877321	-0.36618840486686616	-0.2493740088262882	0.8950189970036253	-0.34865912028089024
('cluster-1464', 'Majority-Treatment: PMA', 'number in clust: 78')	0.32257125966078204	0.16602758222079111	0.49055530102879763	0.11040096768393834	0.20496699318563855	-0.25719605356379144	-0.2593592852281712	-0.3537045495207824	1.057142524906093	-0.3259586849291366	-0.12954810772099656	-0.23452330726758858	-0.020050785392615633	-0.129943175820395	-0.3266058956531485	-0.15320100095369332	-0.23321434615235007	0.019051147527969197	-0.26828958217967297	-0.2548690279592395	0.886117775126918	0.3797186564548861	0.7363312029882897	1.1010991275642827	-0.3967722767219527	-0.2818312299661851	1.07929244518279	-0.41669099374591145
('cluster-1074', 'Majority-Treatment: PMA', 'number in clust: 17')	0.008001344925028563	-0.2810355007743204	0.9399712825343817	0.05458162552165552	-0.05869154895722742	-0.3363547786360304	-0.21879793789520216	-0.5545456437466401	-0.5985584100531791	-0.3265767931311368	-0.17667936988685168	0.39380625799448393	0.04525247438038132	-0.13558352322186548	-0.4687737497819127	-0.28936685272229445	-0.33297660432003096	-0.11094171713548473	-0.2890514833155706	-0.06549875925026137	0.6620302663676549	0.20682840901631963	-0.8839130713047847	0.17529441437090343	-0.46512875937933373	-0.281831229966185	0.6188211271770049	-0.4285932191626491
